name,place_id,city,county,address,website,phone,rating,reviews,photo_ref,heat_source,cold_plunge,dog_friendly,showers,changing_facilities,sea_view,opening_hours
Sol Sauna,ChIJAdE8VjZnXUgRJJUdNEzsdRk,Carlow,Carlow,"Strawhall Industrial Estate, Strawhall, Carlow, R93 RX88, Ireland",https://solsauna.ie/,,5.0,92,ATCDNfW5k3wBogCPClbbfBh3IMeb3OsCfN8jUtxArK1hNECpqspFmZVxwevXxmpeDb_NtokVb1rktWmjNYc2ETPSs224gSUanGPCzme7XJ0_w6E4P9fOOqaGHHRkerEc8vgcGYP6qmGpunIbCFsJM3EplrYu9scz29x0SymQcbWZ-Tx4eQfIvoRygcjko6p12gx1FswRTf56nIWhJ29Y_QIWMvN6mJpMkPtiCRlhyK94x043SpsJsN37wBYSfKvucZPyFJQAEH99_QDz8Uav4wi5ADMB_pd8AMGA853pul0RM0bBWQ,not listed,yes,no,no,yes,no,Monday: 5:00 – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 9:00 AM – 10:00 PM|Sunday: 9:00 AM – 10:00 PM
Sona Sauna Belmullet,ChIJ17ivormpWUgRG4-pru1vcDw,Co. Mayo,Mayo,"Shore Rd, Belmullet, Toorglass West, Co. Mayo, F26 TY48, Ireland",https://wunderbook.link/SonaBellm,083 363 5074,4.9,29,ATCDNfWecd6HHvqScpRyVAKEhgJOAaSW4cH9Ts2ImJmZO9ZVaSGzVoXRcYei4J8D1G5RWqxmG2ZSHtijSCt1FUpwcjxXLnq_0ZabhG0-d0mHc89EW6138iqsy2m_hjnxQ-h1GJ_SVjgCrcYBdJXhoBAsmcaW_ucAmt88DoLeOI_GWlETx3IFnQ4z2kDNi7x3Mk4Gybf8hhVuB7K_FRu1679ZSa9OlRcXL9OjrWZGntCuDfID1t9R3BEDoIiWaK7GTFZp0pt93a1I3-RegF7S0Jk-jmxndaFZwADCFU6Bza8Sj2Cydw,wood,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 9:00 AM – 9:00 PM|Friday: 9:30 AM – 9:00 PM|Saturday: 9:00 AM – 9:00 PM|Sunday: 9:00 AM – 9:00 PM
Sona Saunas,ChIJF0meyv3lT0gR4p8jOZYHLLQ,Dingle,Kerry,"Ventry Bay Beach, Cantra, Dingle, Co. Kerry, Ireland",https://www.instagram.com/sonasaunaventry?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,085 750 2205,5.0,44,ATCDNfUeRBr4ajJJKCR2w5dzMuvkZ85gtGMTmWSDp4nKng7HavPMKqcdLUAJsHUkTgZvP5GbNjnUOm72RBi_foa2TJArU5XwSPX54JWEeW-epOuElqqW94fJO8bHeQVcsgTgcTq_bACpMGsSWN1jyrDwn6Y8XKKfBbSbjwdxQzYVmFuCDFXnyUSED7ud7YQYnmq_3JYAOo5xKIpRZuvt7y9YfqQmMNVAPXVRkIHrG1KWz1suCSZZNMIgxyXyomuFXwpUIYVG80GUYgAYrVE7Or0TJTvR73jz5mhDlWYnuhApTu1LXQ,not listed,yes,no,no,yes,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 10:00 AM – 7:00 PM|Friday: 10:00 AM – 8:00 PM|Saturday: 10:00 AM – 8:00 PM|Sunday: 10:00 AM – 8:00 PM
South Coast Spas & Saunas,ChIJa2ATsWCRREgR9rI5s5o2Kh8,Cork,Cork,"Noel O'Flynn Business Park, Unit 1, Old Mallow Rd, Blackpool, Cork, T23 F72N, Ireland",https://www.southcoastspas.ie/,083 413 7475,5.0,18,ATCDNfXm400GeCGWA6MPpr4hE9HER7aCMupfUERkXTC8EPGKXKejkT4OxMoG9vKlou-wzVvWgE3rE6fvhuBygGeFvBRxUkqB-fPuQCSyEZNDVAtk-dgd8RqP8_5adjiQViRjbvIl83Ppahtm75fhRe7HXNgSzWDlED57fuuCymilOobk9WM1OKMxp5fwWpO003vfrLv9Inz2FgTfysy7C7dp9UHrEZUa0KI9ef5Cdv7cwQM78l3wXQtwgxSKE8rsEWLQk9GZdoHMUP3WX1iDeGeGtuRPcxSYWHvyzze6bqSLl8QrOA,not listed,no,no,no,not listed,no,Monday: 9:30 AM – 4:00 PM|Tuesday: 9:30 AM – 4:00 PM|Wednesday: 9:30 AM – 4:00 PM|Thursday: 9:30 AM – 4:00 PM|Friday: 9:30 AM – 2:30 PM|Saturday: Closed|Sunday: Closed
Spir Sauna Sandyford,ChIJTzo9mCAJZ0gRBnlplFufOvs,Dublin,Dublin,"22 Spruce Ave, Sandyford, Dublin, A96 N620, Ireland",https://www.spirsaunas.ie/,086 324 3506,5.0,87,ATCDNfUI22BSQVEHYSJhqn-xaLE3REcy7rOfBFq8Waso7G-oDu6ryxT5Xpi0olwdo5NRBWBz4aIIj6k8hyM_Y_51g24a9T9vWhgXqkIT_a_Jqbqsx6qetGjp3wRb1WejSkgVJOQai8XXVzv9NksrfwmRb5ajU9D4-FsJsxMHGtv2VW8k5QZfGbVh6YpZfEkE3L0wbz7867ihRTePx51gyHPFbfYl5bu-IfLDcbj-7fEJY0StjZhbA7PoSANYs7c11AGvyr5Li9OsGIizTxi6cl9YhpQo6HbKsWh-FVR3844iDG2JyA,not listed,yes,no,no,not listed,no,"Monday: 12:00 – 10:00 PM|Tuesday: 8:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 10:00 PM|Wednesday: 12:00 – 2:00 PM, 6:00 – 10:00 PM|Thursday: 8:00 – 10:00 AM, 12:00 – 2:00 PM, 6:00 – 10:00 PM|Friday: 12:00 – 2:00 PM, 6:00 – 10:00 PM|Saturday: 10:00 AM – 8:00 PM|Sunday: 10:00 AM – 8:00 PM"
St Hugh's Sweathouse,ChIJw2PlHBWLXkgRJ0NsleJL8As,Cleighran Beg,Leitrim,"Unnamed Road, Cleighran Beg, Co. Leitrim, Ireland",https://www.leitrimireland.com/listings/it-is-located-just-before-the-village-of-ballinaglera-close-to-dowra-village-and-about-10-kilometres-from-drumshanbo-and-is-on-the-route-of-the-leitrim-way-walking-trail-st-hughes-sweathouse/,,5.0,3,ATCDNfXU7FECKcTWVz_Nq99DQAKD0OWAhv6jrqPu0LGwgDj2PH4bYV7VaImzZFo0VwPVcglgwZk7aLp7kSxIq5DOq7BJ815ih1cHqIG_9cYl1eZI2yXMQK_NA1biK9N1svMt3rIoZrg83QsvFWDXJi3dirM8zwd0Tg9FrqccX2ztVGDqtCiWFY0WBC5l2LlNTwRl6mB9IFMI8VLzcOCs2f9ru3ylTx244uShW6zCDPwGghTX2VCspHnYOnCkQv2ARC0NRWo6Tq1NpzgDtQMUvTdzNq4ZTwekl4QwgKQ1r1IkLeJx7VGTBtyb2mjf7vs2q6UhWPhoMQVtnhnVmApvd8qp16-ZLF4osuq7xlKqbfOnLoopy4i-iL55MWwdWPNKpvQp4ePUJREsufDiRPkzEARHQk_MBaQok2Fif0fJs3BZVUbdTg,not listed,no,no,no,not listed,no,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours
Suaimhneas Saunas,ChIJqYXlzj6bREgRSXQW0XXlBtk,Cork,Cork,"a2 Blackrock Rd, Dundanion Ct, Ballintemple, Cork, T12 E6E4, Ireland",http://www.instagram.com/suaimhneassaunas,087 635 1100,5.0,5,ATCDNfVUa4ox9Pk-eBMeXNl2NPlell9Cluc8yOD3WPV73WF8LI6fw4fXWRKqnjCZ1WwyVzKDiwaUk0nQvta5qfNnmZ4Mq7n4lPg0Ubk1jzuNrmovz5W33eoQNuB20RdvTo0huuWxsSCsVheyg9qTqO7bqNgp40yc04HdKHV2KsRM0onxFKGQD9wZX8x-icLJpF9sydhFySK-zh2J9KuX2TpTaCxp4QeETmuT4WdCx4z49yUogJiHFLxbIq-PtK75Kk33ICumFh1mKjyNReOMAEWlap3MaImfiX6VZuPcvlLOD8iB7NfVrFW3ZROWF_YLKaVApPhaFccv4o8s1i_bIqnsgeDsrigpaq3cpQVIJ4BY5xnsV4dAj4G1fdqJaQ8QYsGuTN_LrJGpX8GgyZxKRDl45shSfcqE4C0mQPEl_y4MBOZ1Fw,not listed,yes,no,yes,not listed,yes,
Sunrise Sauna Tragumna,ChIJM1GirsKlRUgROhNrKqSoBGg,Tragumna,Cork,"beach, Tragumna, Co. Cork, Ireland",,087 629 2459,5.0,22,ATCDNfXi5rBJpqInKNK2-DLoHdSzaUM93e-kDf5ZEMol3iW3vuVZcWtCC-qqmtvfP1cTiqeZQU3gZYBmopSrsa1gdkPwntCPo8_uwA3vDt0sHLVHj23mUVnRCaXp3mz1gAMEr13ozr3Rir2a155SGEB8ujcPkSAOScAkO6E4OuOzxWswu_RB3v4gzEKpS18-6e8AyeF9CKqy90IWX7RBa7Xa8SA-iP8sAuNyXOdQXuiUlXU-8qt1hDtG9FZVqysYlls7wdDzgSQncKXnqwUcITeELfW9SE7mv2L7EVoMV2olpASLsNItao3HJW3txQEESNYmWHKjIKm7ELZAirAOVwNPuRNby41ZM1afuhigEhVuknPw2i6_zsSJazgVS_ra1N1rxf5Dav3u3e31_Ey0pU2x8hhI2WL5ran1Tr39_31LekcyUV-A,not listed,no,no,yes,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: Closed|Saturday: 9:00 AM – 6:00 PM|Sunday: 9:00 AM – 6:00 PM
Sunset Sauna Allihies and Castletownbere,ChIJr4TcOSODT0gRYlHJ83c7vsI,Allihies,Cork,"Ballydonegan Beach, Allihies, Co. Cork, Ireland",https://www.instagram.com/sunsetsaunakerry_beara?igsh=MThwc3htbmxlN3ZkNA==,087 223 8211,5.0,11,ATCDNfVyN5KtWrPg8tKoPF3cQzl0f4Vtmfod-FU8yiwZBgUaoygnNvlQWQMmhXXuHjSkPEAAiyMyXjN6QTRoaV9GCt0qurAjKvG5oXAqKFykW6Nuo8km1-9WaNSftlEu8e8pdxh-bz06Khi6m3J6mqYzRNgdVu6FLX9UCqUU5tByS07r00saMcUrNJ4XB-eXbpsXEOHLY-_DBTaAubVgviA6s8rLxcb1lm9moQ0lDSPto2RO4UtKzJBdwBMge7SjBl7h9PBaepdgNcKN8IwYH4taXwKJUTAJ_EadcaNNx7dCMedMnEaY25K8AGjAyqCm5LiWqlkF3JWDBfz398v9tNFSsBCT2-CBkGgEJ-TUvV064ucHK2lmrzGqwjJ7fHlEF9E2Fz3dDxXRo6hK1NaNM6sRvZUdcP1jgk-VX6GlUpa5KSSR9g,not listed,no,no,no,not listed,yes,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours
Sunset Sauna Kerry & Beara (Coorna Cafe),ChIJ40w_w6hvRUgRsVbFsSyBpI8,Tuosist,Kerry,"Coornagillagh, Tuosist, Co. Kerry, Ireland",https://www.instagram.com/sunsetsaunakerry_beara,087 223 8211,4.9,58,ATCDNfXC52s-ResDkeYMr8okeJBgDzrpeFEfo86YmUT-SMBNGdnHGzXRj_Rh6inpp5VL2yzDLPrKzclEkgGA5_FOs04qZf3AUr2iuBK80uwWPmDDejS1z7SLmJ1bVkrCHykgIvUVaCqH_aVQM40O4vgV6yKnqSMsxye-XLBxBtzCRUaeWkZiGOnmGHWZWWntghe-4OoBbM8p63SM1nfhXozdnushXZXBt1SQovZ_0igWkxvAUcdpvreO2rIMLDZKAUCfShY4nCis7tJf4-nF1lH9dwNYyQl76t2B1hqnmz5DfdHIrQ,not listed,no,no,no,not listed,no,Monday: Open 24 hours|Tuesday: Open 24 hours|Wednesday: Open 24 hours|Thursday: Open 24 hours|Friday: Open 24 hours|Saturday: Open 24 hours|Sunday: Open 24 hours
Sweathouse Battlebridge,ChIJT2Vua-ePXkgRBTvt73KJ-Go,Roscommon,Roscommon,"Lustia, Battlebridge, Co. Roscommon, N41 XV90, Ireland",http://www.sweathousebattlebridge.com/,086 394 9159,5.0,20,ATCDNfVnNp0bBPlA7utypTSxlBiot4Odt06uY1JksOQuBTNp9GjRkFTNkJ5hpjVGNJc4M4pwQ8jTqRIhTVoad6LR11zznCJqSv7H8pt7FllW0C0PrHvQyGxsnMnhp-jEB6AVz63afCDu38TcSKOLCMmt6Gm4MaBiqLppRIf6h_8tZ_3IBil5tAyGct8wi0WrkTZjFKrNAxnGFZ-31d77sCBR222GTynbsSEQ2MqbLcJNnckYGAAwKfQK0pWgPrA-Io8_6uk1GYBxQvfkHdPatznZbUzhCuCWM4soLSDCwUWT7qE30LNFiCMlmrMJ9-sSLpnDk2TzQBEQL28ZCE_V8G5Nxvew8YZknkdI7fNt5RW7CHKeTD8lCynErejdnj_SBuT3aoiQX8uYCW5QkOhqKdklXsFIUDMY72iaZClbB8svIj7ej-4,wood,yes,no,yes,not listed,no,Monday: 5:30 – 9:30 PM|Tuesday: 5:30 – 9:30 PM|Wednesday: 5:30 – 9:30 PM|Thursday: 5:30 – 9:30 PM|Friday: Closed|Saturday: 10:15 AM – 5:00 PM|Sunday: 10:15 AM – 8:00 PM
Sweathouse.ie,ChIJ1elu1FslWkgRMjv7QhBGF8E,Rinvyle,Galway,"Gurteen pier, Gorteennaglogh, Rinvyle, Co. Galway, Ireland",https://www.sweathouse.ie/,087 262 2695,4.9,49,ATCDNfWBuO95ECve3t6-hcMrVWqlcDYoaRobsp_nl0L82TgE3CXS9QFOZo7gEkkYRvhKjkY5VQwv_lEzlAMCxXnW3k-pvzARHd2ORjOGuZcQJwTt0VYOosbNcIV9SMBwJpbOCb42ObU_tYgFUrqtMPpDhIMa70FehzYF-IVSzuh2NL29NtBpYHzmN0MH2T8yVIr6o6wFakqdswmx3Ty0lJfLeN-ju_BE7B-bBkyjRU1iiR1FQr_MftMlWK3rWF2afrYu0BIa-_zk51g1jrQwVSDG3ITud2fj6uokOMmwdPNIhGLSXw,wood,yes,no,no,not listed,yes,Monday: 9:00 AM – 8:00 PM|Tuesday: 9:00 AM – 8:00 PM|Wednesday: 9:00 AM – 8:00 PM|Thursday: 9:00 AM – 8:00 PM|Friday: 9:00 AM – 8:00 PM|Saturday: 9:00 AM – 8:00 PM|Sunday: 9:00 AM – 5:00 PM
Sweathouse.ie - Hook Peninsula,ChIJtaTIbH69QkgRE5Mnh5l8iDY,Wexford,Wexford,"Baginbun beach, Ramstown, Fethard, Co. Wexford, Ireland",https://www.sweathouse.ie/,087 664 4314,5.0,8,ATCDNfVb7LoEJpEawG32McQIdX_1Pwf4FgbTGLF7c8SmgCLG6HV_JS6WaxHY-ab0T2jhJFEyrSMKvFeppfhFIjX2hUVw7vNZ1rwTLguAmZoqL9bbZRcs-g5uIJM4Y1oMPrCBQY6n-dRhdxXm1onI3zX7OcjTv-kYQ7A_1BpjbCgfTfOMOrCwBFdzSC3uU6KO7pcu7MMkGpbPjiHG8lcITCfA15plqtBbRqO39tw5BiDhfgb5uYqBYegZbFT-oX-1r_dJJlzI2SyIEnAHOuGadlnwpAxFcJcNrup6f6hQh7H5Ugg5Mg,not listed,no,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 9:00 AM – 8:00 PM|Saturday: 9:00 AM – 8:00 PM|Sunday: 9:00 AM – 8:00 PM
Sweatscape Sauna,ChIJLxyton07Z0gRXnWQBmh35J8,Co. Meath,Meath,"Pairc Ui Rís, Piltown Road, Pilltown, Bettystown, Co. Meath, A92 XP60, Ireland",https://sweatscapesauna.as.me/,087 390 6234,5.0,5,ATCDNfVuyG-J80aGr7RUnq9xSGaZcriClvEhm502HA5NbYe4J1vp-s1CuAoIy2wP03Q5ydTEwuiwU1GJsLomfrFaDRPmWRCLr6vrxSDy_0ey51U29nrzVTXA007PnqeI5cr976TxlaQajimatzNoZt1dOO-MiyieMbQED6hUafif_1WuyyZSFR4MEptf5JAvl86JMQwMSkBzBEoQ51LU-rxZPYA_VIhalhaQmbAinFC6_KtpOiudkN6zVdzGBiSUPLzAk0tAO-leLsQc7z_wqKcCIRIAu-6ytfymATBdb8RJ7qLT8Q,wood,yes,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 5:30 – 10:00 PM|Friday: 5:30 – 10:00 PM|Saturday: 9:30 AM – 5:00 PM|Sunday: 9:30 AM – 5:00 PM
Swede Sauna,ChIJ04HOk22HREgRo7OHm-umLns,Beach,Cork,"Beach, Cork, Ireland",https://bookwhen.com/swedesauna,087 978 4751,4.9,38,ATCDNfV_pKoaDIucUM0Wmmk6jdX1mb9vI16kTHoU5_QsS5bsdTT_VWM0mDhgXzntwUGWrcJPInk9kVEQeEKPZT_BP2Nzbfc7c5Ij4wzZF4dTHqPgenH7_OXHxKr8oo_L1G9HgAh87LnPOOKSoLaRblOSshwTastjnFPdWg-hDlhTcUTnGG6AF5rzvNXmRKioAWuWO3y9vtHk1UQCVdD8vJJAQ4YBNSJLyoJvlRD66QtQvVHgxM-Y3NALI5FCxXsRvWx4geqHLEhh7S5GTGhH8xxZeoR1y3YFEqS-E8wVQ54CJUBv0LTd7LuJjY6bzqhKaeuHCtLFnBZoRyRqv9_VYuorL6j9sVbmdrEk59DO-ZxOXaq1xRfK_OoFtjkbnguHQt8uB5SJhJoIUswQpTARR_qCQEF32vUIYWibgvIPTIGKC-5w1MIm,wood,yes,no,no,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 3:00 – 7:00 PM|Saturday: 10:00 AM – 6:00 PM|Sunday: 10:00 AM – 6:00 PM
Sybil’s Sauna,ChIJpXiMsP3fZ0gRedusxp8OHe8,Wexford,Wexford,"pier, Cahore, Ballygarrett, Co. Wexford, Ireland",http://sybilssauna.ie/,086 378 4955,5.0,7,ATCDNfVDAAlAZcvIOsjoxXsrfGZReUJwK7WKOAbXeG26qtI0yjeQfMs8ea9E6mXmMo684WIripCYcYmI-dVVHQl8gDLSecwNhtXX5e1UisgwZAg13EZrzpXoPVsVtrIsQUDtg87e3P3PxpM5QsR_hz44j6detbOTr2TsCe1RGsvmEMAIOL-P5I__3ijKvS4FsoORwrOFB94ZjAn3aGkzaQXiFnThnqks8tsU_xcZKExNIuIcJ4ZEAvgvb3glqwzP8zM_KybHaFhHPfl3LIYtVMkVEQPdly0rE30O3YqgrKL0aL2fOhA5kw5b0LfzpVTkmLMe6ubuLAojs-oR1PCbfD0kLCH_CGOXtBzEw0tjvlKG_iWGrr_gXjYwuxi9WC456UgGL_MkbV4WxDE31LvDcVEKHJBhz-cp-0UynJy-FaI7_nReFhsWsBELxhy9ZT51XmJ_,not listed,no,no,yes,not listed,yes,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: 7:00 AM – 1:00 PM|Friday: Closed|Saturday: 8:00 AM – 5:00 PM|Sunday: 8:00 AM – 4:00 PM
Sásta Saunas,ChIJTf6wECVxZ0gRMyDOU5nGlgk,Co. Kildare,Kildare,"MU Barnhall R.F.C, Parsonstown, Leixlip, Co. Kildare, W23 V56N, Ireland",https://www.sastasaunas.ie/,085 171 1517,5.0,128,ATCDNfWvqPqd8d9D4wUUgKNVItILSw4N1lQxJEZu5oRT8Km8bAb5JRkaf9vfgpSBxIMFicZz_gjKqOUDaToKxn6gMZxE8i5Hk4ghdbQ2z08eiWSXCz3MO4RT8Xu4OKF9AgfUfA797ALKik6sAQPgKXn74lxHQpGPytmNcEbB1fHybrplZHkC1SA27nP6kw3NJL4Iwq3XH71FJ4Eqc6-tMQFfHL34FVSCoMVV7U02Ll_YfnINcdVqu6Dv2r7NnM-NjIL35sZ6jLX3YRWEiaftK1NRudNzRNk-qPr6vpCsjgydliF8iQ,not listed,no,no,yes,yes,no,Monday: 5:00 – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 9:00 AM – 10:00 PM|Sunday: 9:00 AM – 10:00 PM
TIGH’N ALLUIS - Irish Sweat House,ChIJrU1o-gKnZ0gRop7y3ZuizaE,Co. Dublin,Dublin,"Adventure Park, Ballybetagh Rd, Glencullen, Co. Dublin, D18 Y673, Ireland",https://tighnalluis.ie/,087 974 2195,5.0,115,ATCDNfVZia2wdxbmvdtLvk0gWwRFcCHnILzdiZ29IwHkwSilYVBUeDv66gQMIW5VsP7j23tAxgWgjjvkuEPbaZnp3JD3hDTX4yhNkGO-wmDKl4Yz8WY98RsE-DmXES2JcSuBKCF10Mh7q7sQarV1be8J02VxVajkB0JEljFvNNmNZzwlzgC8AJRH2-iARK8IWh019i44tEEVYnBD27SWwaZ04Ie7ir0r79pRkQ7vxfBRbCPuck3uNN0C2KZ0mQDLd7h5ThS2skNEQwd8Ei6UrANlXf_bnuaEaQhGuCOEU3j95R5UfA,wood,yes,no,no,not listed,no,Monday: Closed|Tuesday: Closed|Wednesday: Closed|Thursday: Closed|Friday: 10:00 AM – 6:00 PM|Saturday: 10:00 AM – 6:00 PM|Sunday: 10:00 AM – 6:00 PM
Teach Tine Sauna,ChIJ1ZZmWZFbXkgRC48nqgsyZZg,Cavan,Cavan,"Lough MacNean Recreational facility, Kiltaglassan, Blacklion, Co. Cavan, Ireland",https://teachtinesauna.simplybook.it/,,,,ATCDNfURwsFc2wemQ8U07WNtXm1T3XWgTp1xD7frGCuAJJ50TX2eWPeJ3k9OaFWXIZyYPape1PENdACP1bbgi1XEBnIXj8n_aH7vVakSgUNYmfibqK3We53BGzZHES-x3Z0TDyqbBCznAAAdo_WmR_m5oljXUHRwdkdZUWE2YPUqolnFapk978p1PVvwZAW55oc9q2U-xtRGGCFBUQh7oL4OSHGtCPr2TqiTezUKQBpv0hLVs25qpcN4AwNXbpKpEX4WKBzh5Gmrlqu2In4BcsIbO_6sqtNo6-AB-YK3dcizwmUfjA,not listed,no,no,no,not listed,no,
The Badger Sauna,ChIJuZy8awAdRUgRNuUak1bUYao,Inchigeelah,Cork,"The boat slip, lough allua, Coornahahilly, Inchigeelah, Co. Cork, Ireland",https://www.thebadgersauna.com/,086 860 3556,5.0,8,ATCDNfW0TYY7Zp7RTqNi6sljCg0vVofqXcyGSxE7gnby8ZteZYBlBumsk3nh1wNkqGq0QmT40wX8I5PR1uRiijJ4aJytt9eT1Z9cOalyv82hn1JApeJt5rE1Qc7GUcoNPLmaqfyBHdjZXOMUBpGn1YRDIBJdfNV8neW46eh3Vw2lcr7Pm4NK3cx7EsD0OhBYXXF1vkrsVNZqufxnay4V6Zgu8LgHwoSdy4A2VSyyzQpcx0HHAX8Nx6nECwqo7Xp33IiO_3lfMxeJm4FGvn2_qGwkU4eTaUKXso0KpRDJGuixBFR6ew,not listed,no,no,no,not listed,no,
The Barn Sauna & Cold Plunge,ChIJl55zVsG3FKYRIyFj4lx48E8,Limerick,Limerick,"Coonagh Cross, Coonagh Rd, Clondrinagh, Limerick, V94 E5F6, Ireland",https://www.instagram.com/barn_sauna/,(061) 328 503,3.0,4,ATCDNfVy_YgqVM8ih3yCATJLVnDjzIC02T3Hx0IAC430o0k8_Tumxl_xOGZ1aRDg-0A2RjJbj7c6DHyEbzWwMvU7ulWu1yD-tKzC05EydGIa4FKeX_ajSFnMDdLDvMHOsHDcuBr3p7toODiSkRCZF6eAr_75nC955dphDNiie2PZVAA2138THdO1oC-A8LBvaz7jmelFd4Y3a3sgAsZPWz23bnMMQFPyXnqU6WXl8d0Bs0yjXAgcNQY6LJi6ESrVhq9KRBDwVeHOCWzCp6_FJyqU_VypJRaXFXES5cg3P1nd5B_G7A,not listed,yes,no,yes,not listed,no,Monday: 9:00 AM – 10:00 PM|Tuesday: 9:00 AM – 10:00 PM|Wednesday: 9:00 AM – 10:00 PM|Thursday: 9:00 AM – 10:00 PM|Friday: 9:00 AM – 10:00 PM|Saturday: 8:30 AM – 5:30 PM|Sunday: 8:30 AM – 4:30 PM
The Barn Sauna & Cold plunge Seanchoill,ChIJ-ajBPipdW0gR5VrDL8_broM,Co. Clare,Clare,"Corbally Rd, Shannakyle, Limerick, Co. Clare, V94 NX51, Ireland",,085 145 9930,,,ATCDNfU1MaJlEf0DWHV0Z5Y1DmxnJmPf_p_FdXbLwzoXmgOSPyh2Hc3gQk3ddggtcB9bFCqJklcXHdsCuSo3-ZPKaoAx7nR8L059YlTferPcP54PDG68bunkPEhDrLJESod11mYSiJTNNzS8hHgjKFyW7NwCv1pBJEP8ZN39ZkSI_e74ntzcLqo-sHA4G1XjUbb5OBaNah8tj8PmwfYUjosu8ojei2KfqqdTVXt39g-MlIYzNPe0KMq6yZfVhCSdZVIZ7mmhUNeg3DuQDRlazTsessZmIPpuEaoL0pf5I-Kf110TKA,not listed,yes,no,no,not listed,no,Monday: 5:00 – 10:00 PM|Tuesday: 5:00 – 10:00 PM|Wednesday: 5:00 – 10:00 PM|Thursday: 5:00 – 10:00 PM|Friday: 5:00 – 10:00 PM|Saturday: 8:30 AM – 5:30 PM|Sunday: 8:30 AM – 5:30 PM
The Barrel Sauna Dundrum,ChIJF4bmDUYJZ0gRde4vr_XyUdM,Dublin,Dublin,"Rear of Uncle Tom's Cabin, Dundrum Rd, Dundrum, Dublin, D14 W895, Ireland",https://www.thebarrelsauna.ie/,083 880 6043,4.9,71,ATCDNfWRm5FpX5VuwPe8M2dIovPOSeHA4HoxzJVv-cAPxKIxPN5w7MU13KK-_JD0RX0yQUV-hOzER1mgMZGH9WObW0TkK8jzdKVRBhjRqWFP9uo8E1OWCPtXS4OckLNBSScBlJfLtQK8PS7rgnkjZkn_04R4XYpj8-eyVBOtC4Ng-ZaR_w4cxwD02-2xUZ4gKjjfSdWbyUtS7H9dE0XPng3JqqkVvcGUdDUj94MN4qyOoxmPcRWHVfQcGtjPS3c8GTjMEs8na1FlVfrUu1aqYDHAZ8mOxzQcj5pFaieHd47h6R71pOev5DffTumxyLTT0fo25TjRQ1OYNOb2zEsN8jlreo1brUGA73oFp5HQdRcbR4jGVvKj3YOwW6Ng8lI4DFMIYnmt05novDutqj20eS3Gjk7MxIcLzAudyQtzkljXuuLGPA,wood,yes,no,no,yes,no,Monday: 4:00 – 11:00 PM|Tuesday: 4:00 – 11:00 PM|Wednesday: 4:00 – 11:00 PM|Thursday: 12:00 – 11:00 PM|Friday: 6:30 AM – 11:00 PM|Saturday: 8:00 AM – 11:00 PM|Sunday: 8:00 AM – 11:00 PM
The Barrel Sauna Greystones,ChIJ5c8nzAmvZ0gR6v7cewe3HqI,Wicklow,Wicklow,"The Boat Yard (beside La Crêperie, Beach Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",http://www.thebarrelsauna.ie/,089 415 2690,4.9,180,ATCDNfUA37nHyICXcy5UEmgI_dAA3XbJTXdOzABOve6jqcZ2ozOb9TmH_fCe6m111xrK5-PHQbJyeqWwyIPj7fk3pmL9avrBxF1gVgAxLUr4TdSjNp2rb4XoOQFqRgydGNuAwWjnOKQUBsEfepXgPBLzVi_llx2j0v7-eBNBeQkdv-3U6kdDSlSCcDeIUDDuCiihXEWBNCtynAqY4Od5MNc1lGzA5W4hmNdK5fv68GTVOi4puqsYrR6-Yk1qi50iQHv6KqhH7eW18vwrivUeGTarJRryzk_YOLX0pZO_urhAbtVFng,not listed,yes,no,yes,yes,no,Monday: 4:00 – 10:30 PM|Tuesday: 4:00 – 10:30 PM|Wednesday: 10:00 AM – 10:30 PM|Thursday: 10:00 AM – 10:30 PM|Friday: 7:00 AM – 10:30 PM|Saturday: 9:00 AM – 10:30 PM|Sunday: 9:00 AM – 10:30 PM
